id,call_datetime,src,target,agent,start_time,end_time,call_type,line_of_business
18,2023-03-12 18:54:00,s5,t4,susan,2023-03-12 16:55:00.883309,2023-03-12 16:55:00.883309,Inbound,Healthcare
19,2023-03-12 18:54:00,s5,t2,susan,2023-03-12 17:20:00.883340,2023-03-12 17:22:00.883340,Outbound,Retail
20,2023-03-12 18:54:00,s6,t5,tom,2023-03-12 17:36:00.883370,2023-03-12 18:14:00.883370,Outbound,Retail
21,2023-03-12 18:54:00,s7,t9,tom,2023-03-12 17:37:00.883418,2023-03-12 18:07:00.883418,Inbound,Healthcare
22,2023-03-12 18:54:00,s9,t6,kelly,2023-03-12 17:13:00.883485,2023-03-12 17:43:00.883485,Inbound,Retail
23,2023-03-12 18:54:00,s3,t9,susan,2023-03-12 18:50:00.883517,2023-03-12 19:18:00.883517,Outbound,Healthcare
24,2023-03-12 18:54:00,s10,t9,kelly,2023-03-12 18:01:00.883549,2023-03-12 18:44:00.883549,Inbound,Finance
25,2023-03-12 18:54:00,s6,t7,amy,2023-03-12 18:23:00.883581,2023-03-12 18:23:00.883581,Inbound,Healthcare
26,2023-03-12 18:54:00,s1,t5,susan,2023-03-12 17:04:00.883612,2023-03-12 17:44:00.883612,Inbound,Finance
27,2023-03-12 18:54:00,s5,t2,tom,2023-03-12 17:57:00.883643,2023-03-12 18:40:00.883643,Outbound,Retail
28,2023-03-12 18:54:00,s5,t5,tom,2023-03-12 17:07:00.883674,2023-03-12 17:09:00.883674,Inbound,Retail
29,2023-03-12 18:54:00,s2,t9,tom,2023-03-12 18:19:00.883704,2023-03-12 18:37:00.883704,Inbound,Finance
30,2023-03-12 18:54:00,s9,t4,amy,2023-03-12 18:51:00.883735,2023-03-12 19:05:00.883735,Inbound,Healthcare
31,2023-03-12 18:54:00,s7,t5,kelly,2023-03-12 18:07:00.883766,2023-03-12 18:32:00.883766,Outbound,Healthcare
32,2023-03-12 18:54:00,s7,t8,kelly,2023-03-12 17:11:00.883843,2023-03-12 18:01:00.883843,Inbound,Finance
33,2023-03-12 18:54:00,s7,t7,susan,2023-03-12 18:08:00.883877,2023-03-12 18:22:00.883877,Outbound,Retail
34,2023-03-12 18:54:00,s6,t7,kelly,2023-03-12 17:25:00.883910,2023-03-12 17:35:00.883910,Inbound,Healthcare
35,2023-03-12 18:54:00,s4,t2,susan,2023-03-12 18:00:00.883941,2023-03-12 18:37:00.883941,Inbound,Finance
36,2023-03-12 18:54:00,s1,t4,susan,2023-03-12 18:47:00.883972,2023-03-12 19:33:00.883972,Outbound,Healthcare
37,2023-03-12 18:54:00,s10,t5,amy,2023-03-12 17:57:00.884003,2023-03-12 18:54:00.884003,Inbound,Healthcare
38,2023-03-12 18:54:00,s2,t6,amy,2023-03-12 17:39:00.884034,2023-03-12 18:23:00.884034,Outbound,Retail
39,2023-03-12 18:54:00,s5,t2,amy,2023-03-12 17:48:00.884065,2023-03-12 18:25:00.884065,Inbound,Finance
40,2023-03-12 18:54:00,s9,t2,kelly,2023-03-12 17:03:00.884096,2023-03-12 17:16:00.884096,Outbound,Healthcare
41,2023-03-12 18:54:00,s6,t3,jack,2023-03-12 17:55:00.884172,2023-03-12 18:43:00.884172,Outbound,Healthcare
42,2023-03-12 18:54:00,s3,t7,kelly,2023-03-12 17:00:00.884217,2023-03-12 17:34:00.884217,Outbound,Retail
43,2023-03-12 18:54:00,s10,t5,amy,2023-03-12 17:18:00.884249,2023-03-12 17:45:00.884249,Inbound,Retail
44,2023-03-12 18:54:00,s4,t8,jack,2023-03-12 18:05:00.884281,2023-03-12 18:07:00.884281,Inbound,Healthcare
45,2023-03-12 18:54:00,s8,t5,kelly,2023-03-12 17:24:00.884311,2023-03-12 18:09:00.884311,Inbound,Finance
46,2023-03-12 18:54:00,s3,t6,susan,2023-03-12 17:15:00.884342,2023-03-12 18:04:00.884342,Inbound,Healthcare
47,2023-03-12 18:54:00,s8,t8,amy,2023-03-12 17:51:00.884372,2023-03-12 18:06:00.884372,Inbound,Retail
48,2023-03-12 18:54:00,s1,t1,jack,2023-03-12 18:14:00.884403,2023-03-12 18:58:00.884403,Inbound,Healthcare
49,2023-03-12 18:54:00,s2,t1,susan,2023-03-12 18:18:00.884433,2023-03-12 18:22:00.884433,Outbound,Finance
50,2023-03-12 18:54:00,s2,t5,susan,2023-03-12 16:56:00.884464,2023-03-12 17:38:00.884464,Outbound,Finance
51,2023-03-12 18:54:00,s1,t1,susan,2023-03-12 18:51:00.884510,2023-03-12 19:14:00.884510,Outbound,Retail
52,2023-03-12 18:54:00,s6,t6,jack,2023-03-12 17:02:00.884555,2023-03-12 17:49:00.884555,Inbound,Healthcare
53,2023-03-12 18:54:00,s3,t8,amy,2023-03-12 17:46:00.884583,2023-03-12 18:07:00.884583,Inbound,Healthcare
54,2023-03-12 18:54:00,s1,t4,tom,2023-03-12 18:04:00.884613,2023-03-12 18:40:00.884613,Outbound,Retail
55,2023-03-12 18:54:00,s6,t10,amy,2023-03-12 18:31:00.884649,2023-03-12 18:56:00.884649,Inbound,Finance
56,2023-03-12 18:54:00,s4,t6,amy,2023-03-12 18:51:00.884677,2023-03-12 18:53:00.884677,Inbound,Retail
57,2023-03-12 18:54:00,s8,t4,jack,2023-03-12 17:51:00.884705,2023-03-12 17:59:00.884705,Outbound,Healthcare
58,2023-03-12 18:54:00,s6,t4,susan,2023-03-12 16:58:00.884734,2023-03-12 17:25:00.884734,Outbound,Finance
59,2023-03-12 18:54:00,s5,t6,amy,2023-03-12 17:15:00.884762,2023-03-12 17:53:00.884762,Outbound,Retail
60,2023-03-12 18:54:00,s5,t7,tom,2023-03-12 17:37:00.884809,2023-03-12 18:12:00.884809,Outbound,Finance
61,2023-03-12 18:54:00,s10,t6,jack,2023-03-12 17:44:00.884838,2023-03-12 18:39:00.884838,Outbound,Retail
62,2023-03-12 18:54:00,s10,t9,amy,2023-03-12 17:31:00.884933,2023-03-12 18:18:00.884933,Outbound,Finance
63,2023-03-12 18:54:00,s7,t8,amy,2023-03-12 17:53:00.884965,2023-03-12 17:55:00.884965,Inbound,Retail
64,2023-03-12 18:54:00,s5,t10,amy,2023-03-12 17:22:00.884995,2023-03-12 17:37:00.884995,Inbound,Retail
65,2023-03-12 18:54:00,s7,t1,kelly,2023-03-12 18:50:00.885026,2023-03-12 19:13:00.885026,Inbound,Retail
66,2023-03-12 18:54:00,s4,t7,kelly,2023-03-12 17:04:00.885056,2023-03-12 17:48:00.885056,Outbound,Healthcare
67,2023-03-12 18:54:00,s3,t10,tom,2023-03-12 18:47:00.885087,2023-03-12 18:49:00.885087,Outbound,Healthcare
68,2023-03-12 18:54:00,s7,t2,jack,2023-03-12 18:32:00.885117,2023-03-12 18:50:00.885117,Outbound,Finance
69,2023-03-12 18:54:00,s10,t10,jack,2023-03-12 17:52:00.885147,2023-03-12 17:52:00.885147,Inbound,Healthcare
70,2023-03-12 18:54:00,s9,t10,jack,2023-03-12 17:37:00.885178,2023-03-12 18:04:00.885178,Outbound,Healthcare
71,2023-03-12 18:54:00,s1,t6,tom,2023-03-12 17:38:00.885372,2023-03-12 17:56:00.885372,Outbound,Healthcare
72,2023-03-12 18:54:00,s10,t6,kelly,2023-03-12 17:08:00.885422,2023-03-12 17:58:00.885422,Inbound,Finance
73,2023-03-12 18:54:00,s2,t10,jack,2023-03-12 18:20:00.885455,2023-03-12 18:32:00.885455,Inbound,Healthcare
74,2023-03-12 18:54:00,s3,t2,jack,2023-03-12 18:29:00.885488,2023-03-12 19:27:00.885488,Inbound,Retail
75,2023-03-12 18:54:00,s4,t4,tom,2023-03-12 17:12:00.885520,2023-03-12 17:53:00.885520,Outbound,Finance
76,2023-03-12 18:54:00,s4,t2,susan,2023-03-12 18:33:00.885551,2023-03-12 18:54:00.885551,Inbound,Healthcare
77,2023-03-12 18:54:00,s3,t8,susan,2023-03-12 17:09:00.885586,2023-03-12 17:48:00.885586,Inbound,Finance
78,2023-03-12 18:54:00,s5,t1,tom,2023-03-12 18:10:00.885620,2023-03-12 18:54:00.885620,Outbound,Retail
79,2023-03-12 18:54:00,s6,t2,jack,2023-03-12 17:39:00.885652,2023-03-12 17:45:00.885652,Inbound,Healthcare
80,2023-03-12 18:54:00,s8,t5,jack,2023-03-12 18:22:00.885684,2023-03-12 18:52:00.885684,Outbound,Retail
81,2023-03-12 18:54:00,s10,t7,kelly,2023-03-12 18:22:00.885716,2023-03-12 18:28:00.885716,Outbound,Retail
82,2023-03-12 18:54:00,s8,t8,tom,2023-03-12 17:43:00.885747,2023-03-12 18:42:00.885747,Inbound,Healthcare
83,2023-03-12 18:54:00,s1,t6,tom,2023-03-12 17:58:00.885778,2023-03-12 18:04:00.885778,Outbound,Finance
84,2023-03-12 18:54:00,s8,t4,jack,2023-03-12 18:44:00.885809,2023-03-12 18:53:00.885809,Inbound,Retail
85,2023-03-12 18:54:00,s9,t5,tom,2023-03-12 18:19:00.885840,2023-03-12 18:32:00.885840,Inbound,Finance
86,2023-03-12 18:54:00,s1,t8,kelly,2023-03-12 17:07:00.885870,2023-03-12 17:36:00.885870,Inbound,Healthcare
87,2023-03-12 18:54:00,s6,t3,kelly,2023-03-12 17:46:00.885901,2023-03-12 18:20:00.885901,Inbound,Healthcare
88,2023-03-12 18:54:00,s7,t2,tom,2023-03-12 18:31:00.885966,2023-03-12 19:18:00.885966,Inbound,Healthcare
89,2023-03-12 18:54:00,s2,t8,jack,2023-03-12 18:51:00.886010,2023-03-12 19:22:00.886010,Inbound,Retail
90,2023-03-12 18:54:00,s3,t1,jack,2023-03-12 18:35:00.886042,2023-03-12 18:49:00.886042,Outbound,Healthcare
91,2023-03-12 18:54:00,s5,t10,jack,2023-03-12 17:19:00.886072,2023-03-12 18:13:00.886072,Inbound,Finance
92,2023-03-12 18:54:00,s6,t2,jack,2023-03-12 16:57:00.886103,2023-03-12 17:27:00.886103,Inbound,Healthcare
93,2023-03-12 18:54:00,s10,t3,amy,2023-03-12 17:14:00.886134,2023-03-12 17:59:00.886134,Outbound,Finance
94,2023-03-12 18:54:00,s5,t7,susan,2023-03-12 18:41:00.886167,2023-03-12 19:14:00.886167,Inbound,Retail
95,2023-03-12 18:54:00,s1,t3,tom,2023-03-12 17:25:00.886199,2023-03-12 17:26:00.886199,Outbound,Retail
96,2023-03-12 18:54:00,s1,t3,kelly,2023-03-12 17:53:00.886230,2023-03-12 18:02:00.886230,Outbound,Retail
97,2023-03-12 18:54:00,s10,t8,amy,2023-03-12 17:35:00.886260,2023-03-12 17:48:00.886260,Inbound,Retail
98,2023-03-12 18:54:00,s8,t4,jack,2023-03-12 17:58:00.886291,2023-03-12 18:09:00.886291,Outbound,Finance
99,2023-03-12 18:54:00,s10,t10,amy,2023-03-12 18:00:00.886321,2023-03-12 18:06:00.886321,Outbound,Healthcare
100,2023-03-12 18:54:00,s3,t8,tom,2023-03-12 18:54:00.886408,2023-03-12 19:25:00.886408,Inbound,Finance
101,2023-03-12 18:54:00,s9,t10,amy,2023-03-12 17:19:00.886443,2023-03-12 18:12:00.886443,Outbound,Healthcare
102,2023-03-12 18:54:00,s4,t6,tom,2023-03-12 17:50:00.886476,2023-03-12 18:25:00.886476,Outbound,Healthcare
103,2023-03-12 18:54:00,s5,t5,amy,2023-03-12 18:49:00.886517,2023-03-12 19:42:00.886517,Inbound,Retail
104,2023-03-12 18:54:00,s6,t8,amy,2023-03-12 18:49:00.886550,2023-03-12 19:38:00.886550,Outbound,Healthcare
105,2023-03-12 18:54:00,s7,t5,susan,2023-03-12 17:10:00.886580,2023-03-12 17:14:00.886580,Inbound,Retail
106,2023-03-12 18:54:00,s5,t9,jack,2023-03-12 18:49:00.886610,2023-03-12 18:59:00.886610,Inbound,Healthcare
107,2023-03-12 18:54:00,s7,t6,susan,2023-03-12 18:32:00.886648,2023-03-12 19:13:00.886648,Inbound,Retail
108,2023-03-12 18:54:00,s1,t1,jack,2023-03-12 18:48:00.886678,2023-03-12 18:58:00.886678,Inbound,Finance
109,2023-03-12 18:54:00,s3,t10,jack,2023-03-12 17:53:00.886708,2023-03-12 18:15:00.886708,Inbound,Healthcare
110,2023-03-12 18:54:00,s1,t10,tom,2023-03-12 18:48:00.886738,2023-03-12 19:16:00.886738,Outbound,Finance
111,2023-03-12 18:54:00,s8,t9,amy,2023-03-12 17:49:00.886768,2023-03-12 18:44:00.886768,Inbound,Retail
112,2023-03-12 18:54:00,s9,t7,kelly,2023-03-12 18:06:00.886813,2023-03-12 18:40:00.886813,Outbound,Finance
113,2023-03-12 18:54:00,s3,t5,amy,2023-03-12 17:20:00.886841,2023-03-12 17:45:00.886841,Inbound,Finance
114,2023-03-12 18:54:00,s9,t6,amy,2023-03-12 17:22:00.886870,2023-03-12 18:18:00.886870,Inbound,Retail
115,2023-03-12 18:54:00,s4,t7,susan,2023-03-12 16:59:00.886899,2023-03-12 17:51:00.886899,Inbound,Healthcare
116,2023-03-12 18:54:00,s8,t1,tom,2023-03-12 17:28:00.886927,2023-03-12 17:40:00.886927,Inbound,Healthcare
117,2023-03-12 18:54:00,s2,t4,kelly,2023-03-12 18:03:00.886973,2023-03-12 18:32:00.886973,Inbound,Retail
118,2023-03-12 18:54:00,s6,t1,susan,2023-03-12 18:32:00.887037,2023-03-12 18:54:00.887037,Outbound,Finance
119,2023-03-12 18:54:00,s8,t2,kelly,2023-03-12 18:37:00.887087,2023-03-12 18:42:00.887087,Outbound,Healthcare
120,2023-03-12 18:54:00,s2,t2,amy,2023-03-12 18:54:00.887120,2023-03-12 19:46:00.887120,Inbound,Healthcare
121,2023-03-12 18:54:00,s8,t10,kelly,2023-03-12 18:13:00.887151,2023-03-12 19:03:00.887151,Outbound,Healthcare
122,2023-03-12 18:54:00,s6,t3,susan,2023-03-12 17:26:00.887181,2023-03-12 17:30:00.887181,Outbound,Retail
123,2023-03-12 18:54:00,s5,t2,tom,2023-03-12 17:08:00.887211,2023-03-12 17:52:00.887211,Outbound,Finance
124,2023-03-12 18:54:00,s6,t1,susan,2023-03-12 18:43:00.887241,2023-03-12 18:58:00.887241,Inbound,Retail
125,2023-03-12 18:54:00,s9,t7,tom,2023-03-12 17:56:00.887271,2023-03-12 18:10:00.887271,Inbound,Healthcare
126,2023-03-12 18:54:00,s8,t3,jack,2023-03-12 18:39:00.887300,2023-03-12 19:10:00.887300,Inbound,Finance
127,2023-03-12 18:54:00,s5,t6,jack,2023-03-12 17:36:00.887330,2023-03-12 18:16:00.887330,Outbound,Retail
128,2023-03-12 18:54:00,s8,t2,susan,2023-03-12 18:51:00.887364,2023-03-12 19:34:00.887364,Inbound,Finance
129,2023-03-12 18:54:00,s10,t7,amy,2023-03-12 18:24:00.887395,2023-03-12 19:08:00.887395,Outbound,Retail
130,2023-03-12 18:54:00,s1,t9,jack,2023-03-12 17:26:00.887485,2023-03-12 17:27:00.887485,Inbound,Healthcare
131,2023-03-12 18:54:00,s7,t8,susan,2023-03-12 17:37:00.887520,2023-03-12 17:55:00.887520,Inbound,Healthcare
132,2023-03-12 18:54:00,s2,t7,jack,2023-03-12 18:25:00.887550,2023-03-12 18:59:00.887550,Inbound,Finance
133,2023-03-12 18:54:00,s10,t6,tom,2023-03-12 17:22:00.887579,2023-03-12 17:56:00.887579,Outbound,Retail
134,2023-03-12 18:54:00,s6,t8,amy,2023-03-12 18:39:00.887609,2023-03-12 19:08:00.887609,Inbound,Finance
135,2023-03-12 18:54:00,s5,t1,amy,2023-03-12 18:49:00.887639,2023-03-12 19:39:00.887639,Inbound,Retail
136,2023-03-12 18:54:00,s2,t4,kelly,2023-03-12 18:54:00.887669,2023-03-12 18:58:00.887669,Inbound,Finance
137,2023-03-12 18:54:00,s4,t6,jack,2023-03-12 18:41:00.887699,2023-03-12 19:19:00.887699,Outbound,Healthcare
138,2023-03-12 18:54:00,s6,t7,susan,2023-03-12 17:55:00.887745,2023-03-12 18:26:00.887745,Outbound,Healthcare
139,2023-03-12 18:54:00,s7,t9,tom,2023-03-12 17:40:00.887773,2023-03-12 18:33:00.887773,Inbound,Healthcare
140,2023-03-12 18:54:00,s1,t9,tom,2023-03-12 17:25:00.887820,2023-03-12 18:13:00.887820,Inbound,Retail
141,2023-03-12 18:54:00,s5,t3,tom,2023-03-12 18:13:00.887850,2023-03-12 18:52:00.887850,Inbound,Healthcare
142,2023-03-12 18:54:00,s1,t1,jack,2023-03-12 18:04:00.887879,2023-03-12 18:12:00.887879,Outbound,Finance
143,2023-03-12 18:54:00,s9,t9,amy,2023-03-12 17:26:00.887909,2023-03-12 17:52:00.887909,Outbound,Finance
144,2023-03-12 18:54:00,s8,t10,susan,2023-03-12 17:03:00.887938,2023-03-12 17:36:00.887938,Outbound,Finance
145,2023-03-12 18:54:00,s5,t5,jack,2023-03-12 17:08:00.887968,2023-03-12 17:45:00.887968,Inbound,Finance
146,2023-03-12 18:54:00,s1,t8,susan,2023-03-12 17:06:00.887997,2023-03-12 18:05:00.887997,Inbound,Retail
147,2023-03-12 18:54:00,s10,t7,kelly,2023-03-12 18:03:00.888027,2023-03-12 18:38:00.888027,Outbound,Finance
148,2023-03-12 18:54:00,s8,t5,susan,2023-03-12 18:10:00.888057,2023-03-12 18:58:00.888057,Inbound,Retail
149,2023-03-12 18:54:00,s2,t1,amy,2023-03-12 18:19:00.888106,2023-03-12 18:50:00.888106,Outbound,Retail
150,2023-03-12 18:54:00,s9,t7,kelly,2023-03-12 18:49:00.888138,2023-03-12 19:41:00.888138,Outbound,Retail
151,2023-03-12 18:54:00,s10,t2,kelly,2023-03-12 17:02:00.888172,2023-03-12 17:19:00.888172,Inbound,Finance
152,2023-03-12 18:54:00,s7,t7,kelly,2023-03-12 17:29:00.888202,2023-03-12 17:46:00.888202,Inbound,Finance
153,2023-03-12 18:54:00,s1,t1,amy,2023-03-12 17:46:00.888237,2023-03-12 18:43:00.888237,Inbound,Retail
154,2023-03-12 18:54:00,s7,t7,tom,2023-03-12 18:37:00.888277,2023-03-12 18:43:00.888277,Inbound,Healthcare
155,2023-03-12 18:54:00,s3,t6,susan,2023-03-12 18:36:00.888307,2023-03-12 19:19:00.888307,Inbound,Healthcare
156,2023-03-12 18:54:00,s1,t2,jack,2023-03-12 16:59:00.888337,2023-03-12 17:46:00.888337,Outbound,Retail
157,2023-03-12 18:54:00,s4,t4,amy,2023-03-12 18:51:00.888367,2023-03-12 19:36:00.888367,Outbound,Finance
158,2023-03-12 18:54:00,s10,t2,amy,2023-03-12 17:49:00.888396,2023-03-12 18:20:00.888396,Outbound,Healthcare
159,2023-03-12 18:54:00,s9,t8,jack,2023-03-12 17:56:00.888426,2023-03-12 18:17:00.888426,Inbound,Finance
160,2023-03-12 18:54:00,s3,t3,susan,2023-03-12 17:50:00.888455,2023-03-12 18:30:00.888455,Inbound,Healthcare
161,2023-03-12 18:54:00,s7,t9,jack,2023-03-12 18:52:00.888490,2023-03-12 19:37:00.888490,Inbound,Healthcare
162,2023-03-12 18:54:00,s1,t6,amy,2023-03-12 18:20:00.888562,2023-03-12 18:51:00.888562,Outbound,Finance
163,2023-03-12 18:54:00,s2,t4,susan,2023-03-12 18:28:00.888594,2023-03-12 18:52:00.888594,Outbound,Finance
164,2023-03-12 18:54:00,s3,t4,amy,2023-03-12 17:49:00.888625,2023-03-12 18:49:00.888625,Inbound,Finance
165,2023-03-12 18:54:00,s2,t10,tom,2023-03-12 17:14:00.888671,2023-03-12 18:06:00.888671,Inbound,Finance
166,2023-03-12 18:54:00,s7,t5,susan,2023-03-12 18:40:00.888710,2023-03-12 18:42:00.888710,Outbound,Finance
167,2023-03-12 18:54:00,s10,t4,tom,2023-03-12 17:20:00.888741,2023-03-12 18:18:00.888741,Inbound,Healthcare
168,2023-03-12 18:54:00,s1,t9,tom,2023-03-12 18:37:00.888770,2023-03-12 19:19:00.888770,Inbound,Finance
169,2023-03-12 18:54:00,s7,t9,jack,2023-03-12 18:28:00.888799,2023-03-12 18:32:00.888799,Outbound,Retail
170,2023-03-12 18:54:00,s4,t5,tom,2023-03-12 17:57:00.888827,2023-03-12 18:25:00.888827,Inbound,Healthcare
171,2023-03-12 18:54:00,s10,t7,tom,2023-03-12 17:50:00.888855,2023-03-12 18:34:00.888855,Outbound,Retail
172,2023-03-12 18:54:00,s3,t7,kelly,2023-03-12 17:09:00.888884,2023-03-12 17:13:00.888884,Inbound,Finance
173,2023-03-12 18:54:00,s7,t8,tom,2023-03-12 18:45:00.888912,2023-03-12 19:17:00.888912,Outbound,Finance
174,2023-03-12 18:54:00,s6,t4,jack,2023-03-12 17:12:00.888960,2023-03-12 17:26:00.888960,Inbound,Finance
175,2023-03-12 18:54:00,s7,t6,jack,2023-03-12 18:20:00.888989,2023-03-12 19:00:00.888989,Inbound,Finance
176,2023-03-12 18:54:00,s10,t6,jack,2023-03-12 18:20:00.889018,2023-03-12 19:12:00.889018,Inbound,Finance
177,2023-03-12 18:54:00,s5,t6,susan,2023-03-12 18:36:00.889048,2023-03-12 18:36:00.889048,Inbound,Healthcare
178,2023-03-12 18:54:00,s9,t8,jack,2023-03-12 17:24:00.889081,2023-03-12 18:02:00.889081,Outbound,Retail
179,2023-03-12 18:54:00,s4,t10,jack,2023-03-12 17:11:00.889112,2023-03-12 17:56:00.889112,Outbound,Finance
180,2023-03-12 18:54:00,s8,t5,kelly,2023-03-12 17:08:00.889142,2023-03-12 17:53:00.889142,Outbound,Finance
181,2023-03-12 18:54:00,s3,t9,kelly,2023-03-12 18:35:00.889172,2023-03-12 18:38:00.889172,Outbound,Finance
182,2023-03-12 18:54:00,s9,t3,susan,2023-03-12 17:48:00.889201,2023-03-12 18:20:00.889201,Inbound,Finance
183,2023-03-12 18:54:00,s6,t9,tom,2023-03-12 18:40:00.889230,2023-03-12 18:54:00.889230,Inbound,Finance
184,2023-03-12 18:54:00,s9,t9,amy,2023-03-12 17:18:00.889260,2023-03-12 18:00:00.889260,Outbound,Finance
185,2023-03-12 18:54:00,s2,t5,kelly,2023-03-12 18:01:00.889289,2023-03-12 18:41:00.889289,Outbound,Healthcare
186,2023-03-12 18:54:00,s6,t5,susan,2023-03-12 17:38:00.889319,2023-03-12 17:58:00.889319,Outbound,Retail
187,2023-03-12 18:54:00,s3,t9,susan,2023-03-12 17:36:00.889368,2023-03-12 17:40:00.889368,Outbound,Healthcare
188,2023-03-12 18:54:00,s2,t10,jack,2023-03-12 17:20:00.889402,2023-03-12 17:29:00.889402,Outbound,Healthcare
189,2023-03-12 18:54:00,s5,t7,tom,2023-03-12 17:53:00.889432,2023-03-12 18:15:00.889432,Inbound,Healthcare
190,2023-03-12 18:54:00,s7,t5,kelly,2023-03-12 17:04:00.889461,2023-03-12 17:50:00.889461,Outbound,Retail
191,2023-03-12 18:54:00,s3,t9,amy,2023-03-12 18:47:00.889491,2023-03-12 19:17:00.889491,Outbound,Healthcare
192,2023-03-12 18:54:00,s1,t3,kelly,2023-03-12 17:56:00.889520,2023-03-12 18:55:00.889520,Inbound,Retail
193,2023-03-12 18:54:00,s10,t10,jack,2023-03-12 17:07:00.889550,2023-03-12 17:53:00.889550,Outbound,Finance
194,2023-03-12 18:54:00,s2,t5,amy,2023-03-12 18:23:00.889617,2023-03-12 18:40:00.889617,Outbound,Healthcare
195,2023-03-12 18:54:00,s1,t7,amy,2023-03-12 18:23:00.889651,2023-03-12 19:15:00.889651,Outbound,Retail
196,2023-03-12 18:54:00,s3,t2,kelly,2023-03-12 18:44:00.889681,2023-03-12 18:55:00.889681,Outbound,Finance
197,2023-03-12 18:54:00,s1,t8,susan,2023-03-12 18:43:00.889710,2023-03-12 19:00:00.889710,Outbound,Healthcare
198,2023-03-12 18:54:00,s2,t8,jack,2023-03-12 18:53:00.889740,2023-03-12 19:44:00.889740,Outbound,Retail
199,2023-03-12 18:54:00,s5,t7,jack,2023-03-12 18:20:00.889769,2023-03-12 18:22:00.889769,Inbound,Retail
200,2023-03-12 18:54:00,s6,t6,jack,2023-03-12 17:04:00.889866,2023-03-12 17:23:00.889866,Inbound,Retail
201,2023-03-12 18:54:00,s8,t9,amy,2023-03-12 17:43:00.889905,2023-03-12 18:13:00.889905,Outbound,Retail
202,2023-03-12 18:54:00,s7,t2,amy,2023-03-12 18:38:00.889936,2023-03-12 19:23:00.889936,Outbound,Retail
203,2023-03-12 18:54:00,s9,t3,tom,2023-03-12 17:13:00.889974,2023-03-12 17:50:00.889974,Outbound,Retail
204,2023-03-12 18:54:00,s9,t7,kelly,2023-03-12 18:09:00.890011,2023-03-12 18:36:00.890011,Inbound,Finance
205,2023-03-12 18:54:00,s7,t10,kelly,2023-03-12 18:36:00.890043,2023-03-12 18:58:00.890043,Inbound,Retail
206,2023-03-12 18:54:00,s10,t9,tom,2023-03-12 17:13:00.890073,2023-03-12 18:08:00.890073,Inbound,Finance
207,2023-03-12 18:54:00,s6,t8,susan,2023-03-12 16:57:00.890102,2023-03-12 17:56:00.890102,Inbound,Healthcare
208,2023-03-12 18:54:00,s6,t6,susan,2023-03-12 18:41:00.890132,2023-03-12 19:11:00.890132,Inbound,Finance
209,2023-03-12 18:54:00,s3,t4,tom,2023-03-12 17:35:00.890161,2023-03-12 18:27:00.890161,Inbound,Healthcare
210,2023-03-12 18:54:00,s3,t10,susan,2023-03-12 18:32:00.890190,2023-03-12 19:04:00.890190,Inbound,Retail
211,2023-03-12 18:54:00,s4,t3,amy,2023-03-12 17:32:00.890220,2023-03-12 18:03:00.890220,Inbound,Retail
